Distance,NOS
3.000000118999999743e-01,4.970000000000000000e+02
3.000000118999999743e-01,1.385000000000000000e+03
1.425850804000000061e+01,2.046000000000000000e+03
1.966140997999999840e+01,1.998000000000000000e+03
2.215047475000000077e+01,8.300000000000000000e+02
2.147569925999999896e+01,1.313000000000000000e+03
2.707944711000000027e+01,1.276000000000000000e+03
2.811734415000000098e+01,1.100000000000000000e+03
3.334378328999999752e+01,1.000000000000000000e+03
3.000000118999999743e-01,3.100000000000000000e+02
3.000000118999999743e-01,7.530000000000000000e+02
1.263494000000000028e+01,7.900000000000000000e+02
1.151182827999999958e+01,1.167000000000000000e+03
1.771621156000000141e+01,2.295000000000000000e+03
2.223902546000000058e+01,2.083000000000000000e+03
2.473135281000000063e+01,1.320000000000000000e+03
2.267032883999999981e+01,1.844000000000000000e+03
2.946837715999999929e+01,1.079000000000000000e+03
3.016485051000000084e+01,1.019000000000000000e+03
3.000000118999999743e-01,1.980000000000000000e+02
3.000000118999999743e-01,2.100000000000000000e+02
1.021096507999999936e+01,8.210000000000000000e+02
1.342641150999999944e+01,1.545000000000000000e+03
1.827781119999999859e+01,1.041000000000000000e+03
2.027688000999999929e+01,9.040000000000000000e+02
2.363488543000000064e+01,9.630000000000000000e+02
3.255543575000000089e+01,6.600000000000000000e+02
2.500027234999999948e+01,1.424000000000000000e+03
3.214746442999999942e+01,1.213000000000000000e+03
3.000000118999999743e-01,2.500000000000000000e+02
3.000000118999999743e-01,1.850000000000000000e+02
2.048638632999999842e+01,1.910000000000000000e+02
1.571320964999999958e+01,2.650000000000000000e+02
1.507540638000000044e+01,1.114000000000000000e+03
1.552386865999999976e+01,1.521000000000000000e+03
2.032516097999999971e+01,9.420000000000000000e+02
2.384425197999999924e+01,2.870000000000000000e+02
3.322082464999999729e+01,7.200000000000000000e+01
3.190926681999999914e+01,2.910000000000000000e+02
3.367216793000000052e+01,5.860000000000000000e+02
